,Labels,Scores
0,0,3.7258005249896087e-06
1,0,0.00010507147089811042
2,0,6.088174632168375e-05
3,0,6.135762191661343e-07
4,0,2.4317677116414416e-07
5,0,1.3802867215417791e-05
6,0,3.3956116567424033e-06
7,0,7.662311872991268e-06
8,0,1.2509770385804586e-05
9,0,2.354991465836065e-06
10,0,3.6825026654696558e-06
11,0,5.453042376757367e-06
12,0,4.744171747006476e-06
13,0,1.3437032066576649e-05
14,0,0.000697558862157166
15,0,1.677731233939994e-05
16,0,7.054704838083126e-06
17,0,2.110358400386758e-05
18,0,3.966033091273857e-06
19,0,6.430759185604984e-06
20,0,1.1891735994140618e-05
21,0,1.9878545572282746e-05
22,0,3.20527135500015e-07
23,0,8.124787200358696e-06
24,0,2.133800990122836e-05
25,0,4.761259788210737e-06
26,0,1.6155810953932814e-05
27,0,1.094919525712612e-06
28,0,1.9729439372895285e-05
29,0,6.39226254861569e-06
30,1,0.9999997615814209
31,1,0.999998927116394
32,1,0.9999992847442627
33,1,0.9999979734420776
34,1,0.9999996423721313
35,1,0.9999998807907104
36,1,0.999996542930603
37,1,0.9999996423721313
38,1,0.9999964237213135
39,1,0.9999994039535522
40,1,0.9999992847442627
41,1,0.9999998807907104
42,1,0.9999986886978149
43,1,0.9999934434890747
44,1,0.9999183416366577
45,1,0.9999957084655762
46,1,0.9999969005584717
47,1,0.9999969005584717
48,1,0.9999994039535522
49,1,0.9999994039535522
50,1,0.9999971389770508
51,1,0.9999998807907104
52,1,0.9999929666519165
53,1,0.9999983310699463
54,1,0.9997963309288025
55,1,0.9999998807907104
56,1,0.9999958276748657
57,1,0.9999997615814209
58,1,0.999997615814209
59,1,0.9999972581863403
60,1,1.0
61,1,0.999993085861206
62,1,0.9999990463256836
63,1,0.9999825954437256
64,1,0.9999994039535522
65,0,1.6609457816230133e-05
66,0,1.2250836334715132e-05
67,0,4.788071237271652e-06
68,0,5.3108260544831865e-06
69,0,6.107882654760033e-06
70,0,2.6797890313901007e-05
71,0,8.652084034110885e-06
72,0,7.052908586047124e-06
73,0,9.64433274930343e-06
74,0,1.2756395335600246e-06
75,0,4.846239107791916e-07
76,0,1.3361794117372483e-05
77,0,1.3331461559573654e-05
78,0,7.349910447373986e-06
79,0,2.120405724781449e-06
80,0,3.4704253266681917e-06
81,0,5.901278541387001e-07
82,0,1.3844876320945332e-06
83,0,4.6327312475114013e-07
84,0,2.3018228603177704e-05
85,0,1.3190428944653831e-06
86,0,6.51119898975594e-06
87,0,1.769426830833254e-06
88,0,1.0930706366707454e-06
89,0,2.9261964300530963e-06
90,0,1.5370984556284384e-06
91,0,6.275177497627737e-07
92,0,8.379846804018598e-06
93,0,4.8749901907285675e-05
94,0,2.416375900793355e-05
95,1,0.9999990463256836
96,1,0.999995231628418
97,1,0.9999932050704956
98,1,0.9999834299087524
99,1,0.9999960660934448
100,1,0.9999996423721313
101,1,0.9999998807907104
102,1,0.9999998807907104
103,1,0.9999997615814209
104,1,0.9999972581863403
105,1,0.9999960660934448
106,1,0.9999603033065796
107,1,0.9999905824661255
108,1,0.9999998807907104
109,1,0.9999995231628418
110,1,0.9999997615814209
111,1,0.9999992847442627
112,1,0.9999996423721313
113,1,0.9999995231628418
114,1,0.999998927116394
115,1,0.9999988079071045
116,1,0.9999996423721313
117,1,0.9999996423721313
118,1,0.9999997615814209
119,1,0.9999998807907104
120,1,0.9999998807907104
121,1,0.9999996423721313
122,1,0.9999980926513672
123,1,0.9999972581863403
124,1,0.9999997615814209
125,1,0.9999997615814209
126,1,0.999998927116394
127,1,0.9999914169311523
128,1,0.9999997615814209
129,1,0.9999996423721313
130,0,3.5740509929382824e-07
131,0,5.2812506510235835e-06
132,0,1.2782041949321865e-06
133,0,6.299080268945545e-06
134,0,8.138171324389987e-06
135,0,1.9842298115690937e-06
136,0,1.8522524669606355e-06
137,0,4.730014097731328e-06
138,0,1.3899638361181132e-05
139,0,2.0091363239771454e-06
140,0,4.731182343675755e-07
141,0,3.164907639074954e-06
142,0,2.4327650294253544e-07
143,0,0.0001956306805368513
144,0,2.1999328509991756e-06
145,0,8.857414286467247e-06
146,0,4.3726558942580596e-06
147,0,2.952878503492684e-06
148,0,1.552878529764712e-05
149,0,2.451594264130108e-05
150,1,0.9999990463256836
151,1,0.9999924898147583
152,1,0.9999951124191284
153,1,0.9999997615814209
154,1,0.9999996423721313
155,1,0.9999994039535522
156,1,0.9999991655349731
157,1,0.9999997615814209
158,1,0.9999997615814209
159,1,0.9999998807907104
160,1,1.0
161,1,0.9999998807907104
162,1,0.9999998807907104
163,1,0.9999998807907104
164,1,0.9999973773956299
165,1,0.9999923706054688
166,1,0.9999996423721313
167,1,0.9999992847442627
168,1,0.9996193647384644
169,1,0.9999974966049194
170,1,0.9999995231628418
171,1,0.9999998807907104
172,1,1.0
173,1,0.9999990463256836
174,1,0.9998400211334229
175,1,0.9999995231628418
176,1,0.999997615814209
177,1,0.9999997615814209
178,1,0.9999982118606567
179,1,0.9999958276748657
180,1,0.9999996423721313
181,1,0.9999881982803345
182,1,0.9999995231628418
183,1,0.9999771118164062
184,1,0.9999998807907104
185,1,0.9999990463256836
186,1,0.9999998807907104
187,1,0.9999986886978149
188,1,0.9999994039535522
189,1,0.9999896287918091
190,1,0.9999985694885254
191,1,0.9999997615814209
192,1,0.9999994039535522
193,1,0.9999988079071045
194,1,0.9999992847442627
195,1,0.9999350309371948
196,1,0.9999995231628418
197,1,1.0
198,1,0.9999984502792358
199,1,0.9999988079071045
200,1,0.9999997615814209
201,1,0.9991528987884521
202,1,0.9999996423721313
203,1,0.9999994039535522
204,1,0.9999995231628418
205,1,0.9999994039535522
206,1,0.9999994039535522
207,1,0.4299745559692383
208,1,0.9999954700469971
209,1,0.999988317489624
210,1,0.9999991655349731
211,1,0.9999991655349731
212,1,0.9999984502792358
213,1,0.99972003698349
214,1,0.9999991655349731
215,1,0.9999961853027344
216,1,0.9999967813491821
217,1,0.9999998807907104
218,1,1.0
219,1,0.9999997615814209
220,1,0.9953752756118774
221,1,0.9999986886978149
222,1,0.9999997615814209
223,1,0.9999939203262329
224,1,0.9999992847442627
225,1,0.9999998807907104
226,1,0.9999998807907104
227,1,0.9999980926513672
228,1,0.9999970197677612
229,1,0.9999997615814209
230,1,0.999679684638977
231,1,0.9999994039535522
232,1,0.9999998807907104
233,1,0.9999978542327881
234,1,0.9999998807907104
235,1,0.999998927116394
236,1,0.9999992847442627
237,1,0.9999583959579468
238,1,0.9999995231628418
239,1,0.9999996423721313
240,1,0.9917057752609253
241,1,0.9999998807907104
242,1,0.9999939203262329
243,1,0.999997615814209
244,1,0.9999994039535522
245,1,0.9995561242103577
246,1,0.9999982118606567
247,1,0.9999970197677612
248,1,0.9999997615814209
249,1,0.999996542930603
250,1,0.9999995231628418
251,1,0.999996542930603
252,1,0.9999994039535522
253,1,0.9999498128890991
254,1,0.9999997615814209
255,1,0.9999997615814209
256,1,0.9999929666519165
257,1,0.9999994039535522
258,1,0.9999997615814209
259,1,0.9999988079071045
260,1,0.9999994039535522
261,1,0.9999873638153076
262,1,0.9999817609786987
263,1,0.9999980926513672
264,1,0.9999940395355225
265,1,0.9999998807907104
266,1,0.9999852180480957
267,1,0.9999988079071045
268,1,0.9996687173843384
269,1,0.9999996423721313
